0.8347462902258906,0.5,0.5,0.5,0.6476686777849004,0.8365318863710457,0.5,0.7930524277608573,0.7338524964952007,0.6200299328205053,0.5,0.7581188328037709,0.5,0.5,0.9019175496711773,starter,1293.0,878.0,4,8.04,11.33,0.7,14712.0,0.81031,1.17987,load,875.0,1062.0,6,6.85,67.22,0.64,9713.75,1.50636,1.95165,resize,875.0,1243.0,6,6.32,58.71,0.5,4447.43,0.87144,2.13435,update,1025.0,878.0,6,6.01,3.99,0.74,4304.47,0.78044,1.04139,resnet,875.0,878.0,7,18.89,216.5,1.34,3057.4,5.1179,6.96244,8.47,13.0,17,20
0.8195602025578846,0.5,0.5,0.8216869632002411,0.9391239604645977,0.588666389791056,0.6248578385297342,0.5,0.5,0.8768845064502541,0.5,0.5,0.6570057489595924,0.7276021662184894,0.5,starter,1274.0,878.0,4,9.19,2.35,0.69,20574.3,0.73826,0.8148,load,1277.0,1424.0,5,9.4,10.29,0.45,13456.69,0.75707,1.21665,resize,1031.0,878.0,4,11.76,18.72,0.87,7102.7,0.72355,1.51538,update,1346.0,878.0,4,11.26,7.04,0.89,7339.61,0.89326,1.12818,resnet,1071.0,1161.0,4,28.98,238.87,8.9,6301.45,4.50748,11.63678,6.986,9.9,23,20
0.6025305824448806,0.5,0.8196805052773528,0.5,0.5,0.5,0.6980779633794254,0.8829765519737012,0.5,0.5,0.5,0.5,0.5,0.5260426796537891,0.7209851217815808,starter,1003.0,878.0,6,6.71,3.92,0.64,10606.28,0.73184,1.02917,load,875.0,878.0,4,8.83,88.67,0.71,16669.42,1.4665,3.17126,resize,1123.0,1354.0,4,8.22,15.22,0.52,6161.92,1.11649,1.37981,update,875.0,878.0,4,9.99,86.55,0.84,6700.82,1.06212,2.04892,resnet,875.0,910.0,6,21.83,243.94,7.69,4184.81,3.31368,5.07145,8.091,12.0,18,20
0.5,0.7701189481664226,0.9704684224639053,0.5391131528071853,0.5,0.5,0.799479542597816,0.5,0.5,0.5,0.7420558953454675,0.7112388759031276,0.9572412323976474,0.9857283834506116,0.8200013072058059,starter,875.0,1214.0,7,5.77,57.39,0.44,7829.63,1.7004,3.72515,load,924.0,878.0,4,10.47,92.37,0.79,16156.67,0.79282,3.0017,resize,1249.0,878.0,4,8.15,23.07,0.79,5872.14,0.8955,1.97138,update,875.0,1179.0,5,9.55,98.2,0.6,5640.11,2.11167,2.61479,resnet,1447.0,1482.0,6,17.51,89.93,0.67,4635.77,2.62845,3.02571,7.765,12.0,19,20
0.7444606195135688,0.5,0.5,0.5,0.974027970268279,0.5,0.5,0.5,0.7918571117262652,0.5,0.9779308120446077,0.5,0.6545995496433666,0.6297182579549592,0.5,starter,1181.0,878.0,4,8.9,5.83,0.7,15133.61,0.73974,2.01999,load,875.0,1468.0,4,10.6,102.85,0.45,13816.63,0.91678,2.94577,resize,875.0,878.0,6,6.28,57.08,0.73,4357.38,0.84531,1.67894,update,875.0,1473.0,4,7.66,84.23,0.6,5869.0,0.86464,1.73098,resnet,1068.0,1039.0,4,29.55,249.11,0.84,6050.99,3.93966,4.76291,7.898,10.0,19,20
0.5510374161317384,0.968638178021551,0.5,0.5,0.6893491674225635,0.5319788024622135,0.7301809999893206,0.5,0.9487288473435956,0.5,0.9999544746206481,0.5,0.5,0.755819898889193,0.5,starter,939.0,1461.0,4,7.59,83.36,0.41,15120.49,0.7876,0.88827,load,875.0,1114.0,4,7.6,85.43,0.55,12996.79,1.7515,2.30333,resize,1163.0,878.0,7,3.51,4.79,0.66,3294.71,0.91068,1.4746,update,875.0,1500.0,4,8.77,73.98,0.47,5531.08,0.97644,1.69859,resnet,875.0,1196.0,4,28.9,349.82,5.24,5362.01,5.83206,8.21114,9.822,16.0,14,20
0.5,0.5,0.7590359366005938,0.9247266440177797,0.5,0.5,0.5555926507515283,0.8448966797210138,0.9418462748729318,0.5,0.9873997554739157,0.5,0.5248605263256982,0.5,0.5556095453168914,starter,875.0,878.0,6,6.82,66.81,0.61,10005.63,0.85557,1.95197,load,1406.0,878.0,4,10.86,15.5,1.14,14784.43,0.7639,1.16251,resize,944.0,1307.0,7,5.49,37.89,0.47,3799.53,0.81092,1.15829,update,875.0,1484.0,4,10.6,102.27,0.5,6484.88,0.94649,2.1357,resnet,906.0,878.0,4,25.03,295.51,11.42,5339.11,3.66363,8.80635,8.423,16.0,18,20
0.9377884705804039,0.5,0.5,0.807817033584287,0.5,0.5624716389397336,0.9225533745680932,0.9105816691148203,0.7565865979435609,0.5,0.6904969041156707,0.5324354774256188,0.5,0.5,0.681643784551924,starter,1422.0,878.0,4,8.03,11.41,0.66,12194.88,0.76277,1.59786,load,1260.0,878.0,4,6.92,12.5,0.73,14526.84,0.76655,1.52899,resize,1403.0,1389.0,6,5.3,1.76,0.44,3714.27,0.84358,0.95674,update,875.0,1115.0,4,9.33,91.61,0.65,5618.58,0.87782,4.34981,resnet,875.0,878.0,5,22.65,261.63,10.96,4767.33,6.14235,8.72982,9.267,17.0,16,20
0.9729026096113806,0.6182764363921197,0.7528472188888718,0.5,0.9531005785976134,0.8644678840093147,0.5,0.6886566884069559,0.5,0.8684715224895568,0.6017841875056827,0.6889986498604668,0.5,0.5,0.5,starter,1466.0,1025.0,6,4.41,5.05,0.54,9436.22,0.97142,1.10938,load,875.0,1442.0,7,5.09,47.62,0.38,9071.68,0.8984,1.84403,resize,875.0,1113.0,4,8.36,67.43,0.65,5549.24,0.99961,1.31055,update,1336.0,1005.0,5,6.14,10.55,0.7,4838.4,0.8642,1.96387,resnet,875.0,878.0,4,31.61,351.28,0.93,5811.84,6.45575,11.05842,8.17,13.0,16,20
0.5,0.7328845012782711,0.5403882690871291,0.5,0.5,0.535812000371107,0.5,0.5208578011318221,0.5405570031473249,0.8588822419489235,0.7260573319327749,0.5,0.5,0.5,0.7821291951676148,starter,875.0,1168.0,4,9.11,89.58,0.51,16793.77,0.91389,2.28777,load,875.0,878.0,4,10.06,87.61,0.78,16824.41,0.86374,0.89006,resize,875.0,904.0,4,9.39,88.82,0.75,5942.34,0.85165,2.28244,update,1324.0,1159.0,4,7.17,0.0,0.84,6167.77,0.74519,0.9135,resnet,875.0,878.0,6,20.67,236.98,9.99,4079.52,4.58814,6.58661,7.905,11.0,17,20
